"Latitude","Longitude","Fitness","Delta_t","Total.zebras","Population"
0.491920776,36.83810894,0.0314506537838269,106.485506194433,5,1.66666666666667
0.482766878,36.83849898,0.0189133038885968,106.352172861099,3,1
0.463730569,36.8360119,0.0317467210912656,105.935506194433,5,1.66666666666667
0.453275435,36.84151147,0.0323013541016924,104.918839527766,5,1.66666666666667
0.490336834,36.85639804,0.0427961040544531,58.4188395277659,3,1
0.498643185,36.85111727,0.0287095096465381,58.0521728610992,2,0.666666666666667
0.499494043,36.85384736,0.187461495074923,57.7855061944326,13,4.33333333333333
0.499494043,36.85384736,0.360502875144082,57.7855061944326,25,8.33333333333333
0.484150921,36.84095579,0.0438166213061949,57.0355061944326,3,1
0.49978708,36.84819117,0.0586215545918726,56.8355061944326,4,1.33333333333333
0.504463916,36.85544916,0.206343862985967,56.5021728610992,14,4.66666666666667
0.504463916,36.85544916,0.191605015629827,56.5021728610992,13,4.33333333333333
0.485098745,36.85043008,0.0148522710193125,56.0521728610992,1,0.333333333333333
0.482810944,36.85981999,0.126864639836148,35.3188395277659,6,2
0.496988257,36.85154497,0.106382978723404,34.9521728610992,5,1.66666666666667
0.496988257,36.85154497,1,34.9521728610992,47,15.6666666666667
0.495705957,36.84342744,0.0427590840749508,34.6688395277659,2,0.666666666666667
0.493172361,36.84788146,0.237321441642082,34.1355061944326,11,3.66666666666667
0.499025815,36.84902968,0.281987930645287,33.8188395277659,13,4.33333333333333
0.49365844,36.85341138,0.0435184647321721,33.6355061944326,2,0.666666666666667
