"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Distance.from.mob.d","Closest.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier","Population"
"7/12/21","4","DSCN3506",3,1416,0.471830751,36.86001108,"PZ","0","part","light","no rain","","hock","brown","Digitaria macroblefara","Themeda triandra","Pennisetum stramineum","Cynodon plectostachyus","medium",3476,3495,6,1,NA,NA,2,1,NA,NA,NA,2,NA,NA,"Daraboi Area",339.07673856,"PZ",2021,7,12,14,16,"Impala","","",4,261728.3771,52487.11958,"LB","MB","LB",95.1496426223991,100.654873531867,0.262342691421509,0.492428831011508,701.454313958472,NA,80,1729.24160511352,NA,NA,NA,NA,NA,"PZ157",38.3365862547763
"7/7/21","3","DSCN4636",1,955,0.520207121,36.86177217,"PZ","0","part","no wind","no rain","Walking","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Microchloa kunthii","Cyperus rubicundus","light",4564,4607,14,1,NA,5,5,NA,NA,NA,2,NA,NA,2,"Calves",447.231129324,"PZ",2021,7,7,9,55,"","","",4,261926.2117,57837.8443,"MB","MB","MB",19.6146849728278,26.7332434487553,0.326203197240829,0.636553369111509,561.19692775524,NA,40,2350.12216269632,300,NA,NA,NA,NA,"PZ133",72.3762415540039
"7/8/21","1","DSCN4685",1,1004,0.446901812,36.84413214,"PZ","0","no sun","no wind","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Pennisetum mezzianum","Eragrostis tenuifolia","medium",4643,4653,8,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",400.421591808,"PZ",2021,7,8,10,4,"Impala","","",4,259959.4234,49730.31139,"OG","OG","OG",24.4383976708589,25.7442724432982,0.345387667417526,0.664661476763388,4211.35850946833,NA,200,5019.04189725946,25,NA,NA,NA,NA,"PZ134",47.5682846001088
"7/8/21","2","DSCN4689",1,1053,0.484703842,36.84643101,"PZ","0","no sun","no wind","no rain","Walking","hoof","brown","Cenchrus ciliaris","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","light",4654,4683,21,1,12,3,2,1,NA,1,1,NA,NA,NA,"",45.242185968,"PZ",2021,7,8,10,53,"Jackal","","",4,260216.6905,53911.46275,"LB","MB","MB",483.622625839102,488.823135313739,0.297353774309158,0.58126871766948,698.367851145082,NA,200,1312.34949018573,25,NA,NA,NA,NA,"PZ135",98.098975322922
"7/12/21","1","DSCN4767",1,1037,0.451567565,36.84217814,"PZ","0","part","no wind","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Pennisetum stramineum","Pennisetum mezzianum","Cynodon nlemfuensis","light",4703,4728,11,1,NA,5,1,3,NA,NA,NA,1,NA,NA,"",50.22971016,"PZ",2021,7,12,10,37,"Impala","","",4,259741.9981,50246.44924,"LB","OG","LB",26.8800846129082,27.7410202521343,0.304825186729431,0.510698034659696,1228.5316180086,NA,120,2543.39894763915,80,NA,NA,NA,NA,"PZ150",60.4010535453724
"7/13/21","1","DSCN1926",1,1046,0.449938826,36.8440651,"PZ","0","part","light","no rain","Grazing","hock","brown","Cynodon plectostachyus","Enteropogon macrostachyus","Pennisetum mezzianum","","light",8488,8510,9,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",187.31194188,"PZ",2021,7,13,10,46,"","","",3,259952.0581,50066.23381,"OG","LB","OG",27.6721898190796,28.1819811986046,0.291111707687378,0.485054347826087,328.156197593517,NA,200,785.831699953372,170,NA,NA,NA,NA,"PZ158",51.9615242270663
"7/13/21","2","DSCN1924",1,1255,0.471965785,36.85072478,"PZ","0","part","light","no rain","Resting","hock","brown","Pennisetum stramineum","Digitaria macroblefara","Themeda triandra","Cynodon plectostachyus","medium",8517,8525,5,NA,NA,NA,3,NA,1,NA,NA,NA,2,NA,"",74.50075248,"PZ",2021,7,13,12,55,"","","",4,260694.3575,52502.37625,"OG","OG","OG",97.1339155948771,101.39570329158,0.279916018247604,0.563539025077487,703.43410869031,NA,170,1532.81124440944,120,NA,NA,NA,NA,"PZ159",33.4370152488211
"7/13/21","2","DSCN1924",2,1301,0.471654894,36.85361372,"PZ","0","no sun","light","no rain","Standing","hoof","brown","Digitaria macroblefara","Themeda triandra","Pennisetum stramineum","","medium",8526,8536,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",396.6087174,"PZ",2021,7,13,13,1,"Impala","","",3,261016.0293,52467.88924,"OG","OG","OG",22.0796995547798,22.221135190172,0.276868313550949,0.537887168141593,929.462382220361,NA,170,1763.51376776027,120,NA,NA,NA,NA,"PZ160",22.7950705695478
"7/14/21","4","DSCN8600",1,1005,0.46996858,36.85996274,"PZ","0","part","no wind","no rain","Walking","belly","brown","Enteropogon macrostachyus","Cynodon nlemfuensis","Digitaria macroblefara","Pennisetum mezzianum","light",8537,8541,6,1,NA,1,1,2,NA,NA,NA,1,NA,NA,"",446.4181932,"PZ",2021,7,14,10,5,"Impala","","",4,261722.9303,52281.15111,"OG","OG","OG",18.5618886081637,29.7107936584116,0.276065587997437,0.500475511174513,2176.59176791093,NA,NA,2633.26828982692,16,NA,NA,NA,NA,"PZ162",38.3365862547763
"7/14/21","4","DSCN8600",2,1015,0.470483108,36.86175936,"PZ","0","no sun","no wind","no rain","Grazing","belly","brown","Cymbopogon pospischilii","Digitaria macroblefara","Enteropogon macrostachyus","Pennisetum stramineum","thick",8542,8552,10,1,NA,4,2,1,NA,NA,NA,1,NA,1,"",274.68278964,"PZ",2021,7,14,10,15,"Impala","","",4,261923,52338,"OG","OG","OG",71.1679307868251,81.2105217192602,0.262849718332291,0.493887530562347,1979.98227352743,NA,NA,2429.96716856125,16,NA,NA,NA,NA,"PZ163",56.2341325190349
"7/14/21","4","DSCN8603",2,1052,0.480974664,36.8761671,"PZ","0","part","light","no rain","Grazing","hoof","brown","Cynodon nlemfuensis","Cynodon plectostachyus","Pennisetum stramineum","Digitaria macroblefara","light",8553,8585,10,1,NA,NA,4,NA,NA,NA,NA,1,3,1,"",444.32370948,"PZ",2021,7,14,10,52,"Impala"," Oryx","",4,263527.6399,53497.93991,"OG","OG","OG",301.477767158357,303.665025601937,0.300484180450439,0.49886514091167,0,NA,NA,529.681849605694,16,NA,NA,NA,NA,"PZ164",56.2341325190349
"7/14/21","3","DSCN8607",3,1151,0.493872449,57.72746913,"PZ","0","part","light","no rain","Walking","hock","brown with some green","Cynodon nlemfuensis","Eragrostis tenuifolia","Enteropogon macrostachyus","Microchloa kunthii","light",8590,8599,4,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,"",2313391.712352,"PZ",2021,7,14,11,51,"","","",4,2622114.365,57977.46709,"MB","MB","MB",2318246.07583966,2318246.0759079,0.33472928404808,0.541993606509735,2357178.61217069,NA,26,2358061.29756342,16,NA,NA,NA,NA,"PZ161",28.2842712474619
