"Date","Loop","Whitesheet.Filename","Whitesheet.Entry.Number","Time","Latitude","Longitude","Species","Multispecies","Sun","Wind","Rain","Activity","Grass.height","Grass.color","Grass.spp.1","Grass.spp.2","Grass.spp.3","Grass.spp.4","Bush.type","Photos.begin","Photos.end","Total.animals","Male..T.","Male..B.","Female..NL.","Female..L.","Female..P.","X2.year.old","X1.year.old","X6.12.months.old","X3.6.months.old","X1.3.months.old","X0.1.months.old","Notes","Distance.to.water","QuickSpecies","Year","Month","Day","Hour","Minute","Other.species.1","Other.species.2","Other.species.3","Number.grasses","GPS.x","GPS.y","Primary.habitat","Secondary.habitat","Tertiary.habitat","Distance.secondary","Distance.tertiary","NDVI","EVI","Distance.from.mob","Distance.from.mob.d","Closest.mob.size","Distance.from.herd","Closest.herd.size","Distance.from.herd.opp.sp","Closest.herd.size.opp.sp","Distance.from.opp.sp","Closest.opp.sp.size","Identifier","Population"
"7/12/21","4","DSCN3502",2,1310,0.474782368,36.8734504,"Camel","","part","light","no rain","Grazing","hock","brown","Pennisetum stramineum","Enteropogon macrostachyus","Cynodon plectostachyus","","medium",NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uhuru-North Exclosure Area",89.15433576,"Camel",2021,7,12,13,10,"","","",3,263224.9283,52813.12613,"MB","MB","OG",572.482104242404,573.273016649484,0.25500962138176,0.413697898111863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CM45",56.2341325190349
"7/12/21","4","DSCN3505",1,1334,0.486907161,36.87357476,"Camel","","part","light","no rain","Grazing","","brown with some green","Cynodon plectostachyus","Pennisetum stramineum","Cynodon nlemfuensis","","medium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tower Area",113.10992364,"Camel",2021,7,12,13,34,"Donkey ","","",3,263239.1948,54154.20335,"MB","MB","MB",221.039044665556,229.754747311359,0.28126049041748,0.518349190658594,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CM46",NA
"7/13/21","2","DSCN1925",1,1203,0.465678379,36.8488948,"Camel","","no sun","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum stramineum","","light",NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",261.07812024,"Camel",2021,7,13,12,3,"","","",3,260490.3731,51807,"OG","OG","OG",16.6484359282593,28.909965852329,0.271841704845428,0.496552491103203,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CM48",128.18610191887
"7/13/21","2","DSCN1925",3,1229,0.495061956,36.84844074,"Camel","","part","light","no rain","Grazing","hoof","brown","Cynodon plectostachyus","Cynodon nlemfuensis","Pennisetum mezzianum","Pennisetum stramineum","light",NA,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"missing herder",11.3641626,"Camel",2021,7,13,12,29,"","","",4,260440.8436,55057.08553,"LB","LB","LB",15.7709852246214,29.4635151448506,0.314304888248444,0.597853857945835,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CM49",339.660084935979
